"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 02 09:32:05 GMT 2024","Tue Apr 02 09:32:08 GMT 2024","3606","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Health Insurance and assert response",""
"passed","Tue Apr 02 09:31:42 GMT 2024","Tue Apr 02 09:31:46 GMT 2024","4115","chromium","","QA Automation > Calculator's Landing Page","","","To click on Mutual Funds and assert response",""
"passed","Tue Apr 02 09:31:27 GMT 2024","Tue Apr 02 09:31:31 GMT 2024","3545","chromium","","QA Automation > Calculator's Landing Page","","","To click on Old Vs New Calculator and assert response",""
"passed","Tue Apr 02 09:30:45 GMT 2024","Tue Apr 02 09:30:49 GMT 2024","4425","chromium","","QA Automation > Homepage","","","Click on download the App on Home Page",""
"passed","Tue Apr 02 09:31:08 GMT 2024","Tue Apr 02 09:31:12 GMT 2024","4001","chromium","","QA Automation > Homepage","","","Click on download the app in How it Works ? section",""
"passed","Tue Apr 02 09:31:46 GMT 2024","Tue Apr 02 09:31:50 GMT 2024","3719","chromium","","QA Automation > Calculator's Landing Page","","","To click on Loan Refinance and assert response",""
"passed","Tue Apr 02 09:30:56 GMT 2024","Tue Apr 02 09:30:59 GMT 2024","2954","chromium","","QA Automation > Homepage","","","Click on tax planning and assert response",""
"passed","Tue Apr 02 09:30:52 GMT 2024","Tue Apr 02 09:30:56 GMT 2024","3619","chromium","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Tue Apr 02 09:30:59 GMT 2024","Tue Apr 02 09:31:02 GMT 2024","2772","chromium","","QA Automation > Homepage","","","Click on insurance planning and assert response",""
"passed","Tue Apr 02 09:31:24 GMT 2024","Tue Apr 02 09:31:27 GMT 2024","3437","chromium","","QA Automation > Calculator's Landing Page","","","To click on HRA Exemption and assert response",""
"passed","Tue Apr 02 09:31:54 GMT 2024","Tue Apr 02 09:31:58 GMT 2024","3814","chromium","","QA Automation > Calculator's Landing Page","","","To click on Retirement Corpus and assert response",""
"passed","Tue Apr 02 09:31:31 GMT 2024","Tue Apr 02 09:31:35 GMT 2024","3766","chromium","","QA Automation > Calculator's Landing Page","","","To click on Mutual Fund Portfolio Overlap and assert response",""
"passed","Tue Apr 02 09:31:02 GMT 2024","Tue Apr 02 09:31:05 GMT 2024","3586","chromium","","QA Automation > Homepage","","","Click on investment planning and assert response",""
"passed","Tue Apr 02 09:31:05 GMT 2024","Tue Apr 02 09:31:08 GMT 2024","2977","chromium","","QA Automation > Homepage","","","Click on will planning and assert response",""
"passed","Tue Apr 02 09:32:01 GMT 2024","Tue Apr 02 09:32:05 GMT 2024","3612","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Tue Apr 02 09:31:17 GMT 2024","Tue Apr 02 09:31:21 GMT 2024","4475","chromium","","QA Automation > Homepage","","","To check expansion and collapse tile in FAQ section",""
"passed","Tue Apr 02 09:32:12 GMT 2024","Tue Apr 02 09:32:15 GMT 2024","3681","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Mutual Fund and assert response",""
"passed","Tue Apr 02 09:30:49 GMT 2024","Tue Apr 02 09:30:52 GMT 2024","3492","chromium","","QA Automation > Homepage","","","Click on cashflow planning and assert response",""
"passed","Tue Apr 02 09:32:15 GMT 2024","Tue Apr 02 09:32:19 GMT 2024","3565","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Crypto and assert response",""
"passed","Tue Apr 02 09:31:12 GMT 2024","Tue Apr 02 09:31:17 GMT 2024","4100","chromium","","QA Automation > Homepage","","","Click on download the app of FWP section",""
"passed","Tue Apr 02 09:31:38 GMT 2024","Tue Apr 02 09:31:42 GMT 2024","4073","chromium","","QA Automation > Calculator's Landing Page","","","To click on Insurance and assert response",""
"passed","Tue Apr 02 09:32:08 GMT 2024","Tue Apr 02 09:32:12 GMT 2024","3409","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Credit Card and assert response",""
"passed","Tue Apr 02 09:31:58 GMT 2024","Tue Apr 02 09:32:01 GMT 2024","3454","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check the title on Scoring and Ranking Landing Page",""
"passed","Tue Apr 02 09:31:50 GMT 2024","Tue Apr 02 09:31:54 GMT 2024","3670","chromium","","QA Automation > Calculator's Landing Page","","","To click on NPS Calculator and assert response",""
"passed","Tue Apr 02 09:31:35 GMT 2024","Tue Apr 02 09:31:38 GMT 2024","3452","chromium","","QA Automation > Calculator's Landing Page","","","To click on Increasing Contribution and assert response",""
"passed","Tue Apr 02 09:32:19 GMT 2024","Tue Apr 02 09:32:23 GMT 2024","4425","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check if the expansion and collapse tile is functional and assert response",""
"passed","Tue Apr 02 09:31:21 GMT 2024","Tue Apr 02 09:31:24 GMT 2024","3021","chromium","","QA Automation > Calculator's Landing Page","","","To check the title on Calculator Page",""
"passed","Tue Apr 02 09:30:41 GMT 2024","Tue Apr 02 09:30:45 GMT 2024","4030","chromium","","QA Automation > Homepage","","","Go to home page and assert response",""
