"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 30 09:25:52 GMT 2024","Tue Apr 30 09:25:56 GMT 2024","3924","chromium","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Tue Apr 30 09:27:33 GMT 2024","Tue Apr 30 09:27:39 GMT 2024","5757","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Mutual Fund and assert response",""
"passed","Tue Apr 30 09:28:23 GMT 2024","Tue Apr 30 09:28:27 GMT 2024","4825","chromium","","QA Automation > MoneySign Guide Page","","","Click on Tactical Tiger, assert response, and then close the card",""
"passed","Tue Apr 30 09:28:17 GMT 2024","Tue Apr 30 09:28:23 GMT 2024","5238","Google Pixel 4","","QA Automation > MoneySign Guide Page","","","Click on Virtuous Elephant, assert response, and then close the card",""
"passed","Tue Apr 30 09:26:44 GMT 2024","Tue Apr 30 09:26:49 GMT 2024","5263","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Mutual Fund Portfolio Overlap and assert response",""
"passed","Tue Apr 30 09:27:25 GMT 2024","Tue Apr 30 09:27:31 GMT 2024","6206","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Tue Apr 30 09:29:13 GMT 2024","Tue Apr 30 09:29:16 GMT 2024","3454","chromium","","QA Automation > Our Story","","","Go Our Story and assert title",""
"passed","Tue Apr 30 09:28:13 GMT 2024","Tue Apr 30 09:28:18 GMT 2024","4707","chromium","","QA Automation > MoneySign Guide Page","","","Click on Virtuous Elephant, assert response, and then close the card",""
"passed","Tue Apr 30 09:25:48 GMT 2024","Tue Apr 30 09:25:52 GMT 2024","3893","chromium","","QA Automation > Homepage","","","Click on cashflow planning and assert response",""
"passed","Tue Apr 30 09:27:49 GMT 2024","Tue Apr 30 09:27:54 GMT 2024","4556","chromium","","QA Automation > MoneySign Guide Page","","","To launch Moneysign page and assert title",""
"passed","Tue Apr 30 09:26:03 GMT 2024","Tue Apr 30 09:26:07 GMT 2024","3985","chromium","","QA Automation > Homepage","","","Click on investment planning and assert response",""
"passed","Tue Apr 30 09:29:06 GMT 2024","Tue Apr 30 09:29:12 GMT 2024","6283","Google Pixel 4","","QA Automation > Magazine Page","","","Go to Personal Essay, assert response and go back to the landing pagge",""
"passed","Tue Apr 30 09:28:23 GMT 2024","Tue Apr 30 09:28:28 GMT 2024","5274","Google Pixel 4","","QA Automation > MoneySign Guide Page","","","Click on Enlightened Whale, assert response, and then close the card",""
"passed","Tue Apr 30 09:26:04 GMT 2024","Tue Apr 30 09:26:08 GMT 2024","4013","Google Pixel 4","","QA Automation > Homepage","","","Click on investment planning and assert response",""
"passed","Tue Apr 30 09:29:00 GMT 2024","Tue Apr 30 09:29:07 GMT 2024","6515","chromium","","QA Automation > Magazine Page","","","Go to Personal Essay, assert response and go back to the landing pagge",""
"passed","Tue Apr 30 09:28:28 GMT 2024","Tue Apr 30 09:28:33 GMT 2024","5148","Google Pixel 4","","QA Automation > MoneySign Guide Page","","","Click on Tactical Tiger, assert response, and then close the card",""
"passed","Tue Apr 30 09:27:22 GMT 2024","Tue Apr 30 09:27:28 GMT 2024","5718","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Tue Apr 30 09:26:31 GMT 2024","Tue Apr 30 09:26:37 GMT 2024","5679","chromium","","QA Automation > Calculator's Landing Page","","","To click on HRA Exemption and assert response",""
"passed","Tue Apr 30 09:29:19 GMT 2024","Tue Apr 30 09:29:23 GMT 2024","4370","Google Pixel 4","","QA Automation > Our Story","","","Go Our Story and assert title",""
"passed","Tue Apr 30 09:27:42 GMT 2024","Tue Apr 30 09:27:48 GMT 2024","5502","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Crypto and assert response",""
"passed","Tue Apr 30 09:29:24 GMT 2024","Tue Apr 30 09:29:30 GMT 2024","5551","chromium","","QA Automation > Our Story","","","Click on read full article of first business card",""
"passed","Tue Apr 30 09:25:49 GMT 2024","Tue Apr 30 09:25:53 GMT 2024","3914","Google Pixel 4","","QA Automation > Homepage","","","Click on cashflow planning and assert response",""
"passed","Tue Apr 30 09:29:34 GMT 2024","Tue Apr 30 09:29:39 GMT 2024","5336","Google Pixel 4","","QA Automation > Our Story","","","Click on read full article of second business card",""
"passed","Tue Apr 30 09:27:44 GMT 2024","Tue Apr 30 09:27:49 GMT 2024","4797","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check if the expansion and collapse tile is functional and assert response",""
"passed","Tue Apr 30 09:27:31 GMT 2024","Tue Apr 30 09:27:37 GMT 2024","5602","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Credit Card and assert response",""
"passed","Tue Apr 30 09:26:12 GMT 2024","Tue Apr 30 09:26:18 GMT 2024","6164","Google Pixel 4","","QA Automation > Homepage","","","Click on download the app in How it Works ? section of Home Page",""
"passed","Tue Apr 30 09:27:48 GMT 2024","Tue Apr 30 09:27:53 GMT 2024","5114","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To check if the expansion and collapse tile is functional and assert response",""
"passed","Tue Apr 30 09:27:00 GMT 2024","Tue Apr 30 09:27:05 GMT 2024","5281","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Mutual Funds and assert response",""
"passed","Tue Apr 30 09:26:08 GMT 2024","Tue Apr 30 09:26:12 GMT 2024","3942","Google Pixel 4","","QA Automation > Homepage","","","Click on will planning and assert response",""
"passed","Tue Apr 30 09:28:03 GMT 2024","Tue Apr 30 09:28:08 GMT 2024","4718","chromium","","QA Automation > MoneySign Guide Page","","","Click on Far-Sighted Eagle, assert response, and then close the card",""
"passed","Tue Apr 30 09:28:48 GMT 2024","Tue Apr 30 09:28:54 GMT 2024","5688","chromium","","QA Automation > Magazine Page","","","Go to Dispatch One Finance section, assert response and go back to the landing pagge",""
"passed","Tue Apr 30 09:28:12 GMT 2024","Tue Apr 30 09:28:17 GMT 2024","4866","Google Pixel 4","","QA Automation > MoneySign Guide Page","","","Click on Opportunistic Lion, assert response, and then close the card",""
"passed","Tue Apr 30 09:27:19 GMT 2024","Tue Apr 30 09:27:22 GMT 2024","3104","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check the title on Scoring and Ranking Landing Page",""
"passed","Tue Apr 30 09:25:53 GMT 2024","Tue Apr 30 09:25:57 GMT 2024","3904","Google Pixel 4","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Tue Apr 30 09:28:50 GMT 2024","Tue Apr 30 09:28:54 GMT 2024","3964","Google Pixel 4","","QA Automation > Magazine Page","","","Go to magazine Landing page and assert response",""
"passed","Tue Apr 30 09:29:07 GMT 2024","Tue Apr 30 09:29:13 GMT 2024","6026","chromium","","QA Automation > Magazine Page","","","Go to The thing about money section, assert response and go back to the landing pagge",""
"passed","Tue Apr 30 09:29:12 GMT 2024","Tue Apr 30 09:29:19 GMT 2024","6282","Google Pixel 4","","QA Automation > Magazine Page","","","Go to The thing about money section, assert response and go back to the landing pagge",""
"passed","Tue Apr 30 09:27:59 GMT 2024","Tue Apr 30 09:28:03 GMT 2024","4862","chromium","","QA Automation > MoneySign Guide Page","","","Click on Persistant Horse, assert response, and then close the card",""
"passed","Tue Apr 30 09:26:00 GMT 2024","Tue Apr 30 09:26:03 GMT 2024","3682","chromium","","QA Automation > Homepage","","","Click on insurance planning and assert response",""
"passed","Tue Apr 30 09:29:46 GMT 2024","Tue Apr 30 09:29:51 GMT 2024","5685","chromium","","QA Automation > Our Story","","","Click on read full article of fourth business card",""
"passed","Tue Apr 30 09:26:48 GMT 2024","Tue Apr 30 09:26:53 GMT 2024","5082","chromium","","QA Automation > Calculator's Landing Page","","","To click on Increasing Contribution and assert response",""
"passed","Tue Apr 30 09:26:00 GMT 2024","Tue Apr 30 09:26:04 GMT 2024","3701","Google Pixel 4","","QA Automation > Homepage","","","Click on insurance planning and assert response",""
"passed","Tue Apr 30 09:29:45 GMT 2024","Tue Apr 30 09:29:50 GMT 2024","5412","Google Pixel 4","","QA Automation > Our Story","","","Click on read full article of fourth business card",""
"passed","Tue Apr 30 09:26:55 GMT 2024","Tue Apr 30 09:27:00 GMT 2024","5055","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Insurance and assert response",""
"passed","Tue Apr 30 09:28:38 GMT 2024","Tue Apr 30 09:28:43 GMT 2024","4750","Google Pixel 4","","QA Automation > MoneySign Guide Page","","","Click on Download the App present on the MoneySign Page",""
"passed","Tue Apr 30 09:27:37 GMT 2024","Tue Apr 30 09:27:42 GMT 2024","5189","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Mutual Fund and assert response",""
"passed","Tue Apr 30 09:27:57 GMT 2024","Tue Apr 30 09:28:02 GMT 2024","4938","Google Pixel 4","","QA Automation > MoneySign Guide Page","","","Click on vigilant turtle, assert response, and then close the card",""
"passed","Tue Apr 30 09:28:54 GMT 2024","Tue Apr 30 09:29:00 GMT 2024","6110","Google Pixel 4","","QA Automation > Magazine Page","","","Go to Dispatch One Finance section, assert response and go back to the landing pagge",""
"passed","Tue Apr 30 09:29:39 GMT 2024","Tue Apr 30 09:29:45 GMT 2024","5232","Google Pixel 4","","QA Automation > Our Story","","","Click on read full article of third business card",""
"passed","Tue Apr 30 09:27:39 GMT 2024","Tue Apr 30 09:27:44 GMT 2024","5490","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Crypto and assert response",""
"passed","Tue Apr 30 09:27:05 GMT 2024","Tue Apr 30 09:27:10 GMT 2024","5186","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Loan Refinance and assert response",""
