"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 10 14:51:25 GMT 2024","Wed Apr 10 14:51:31 GMT 2024","6585","chromium","","QA Automation > MoneySign Guide Page","","","Click on Opportunistic Lion, assert response and close the card",""
"passed","Wed Apr 10 14:52:48 GMT 2024","Wed Apr 10 14:52:54 GMT 2024","5733","chromium","","QA Automation > Magazine Page","","","Go to Long Story Short section, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 14:53:00 GMT 2024","Wed Apr 10 14:53:06 GMT 2024","5883","chromium","","QA Automation > Magazine Page","","","Go to The thing about money section, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 14:51:31 GMT 2024","Wed Apr 10 14:51:38 GMT 2024","6610","chromium","","QA Automation > MoneySign Guide Page","","","Click on Virtuous Elephant, assert response and close the card",""
"passed","Wed Apr 10 14:51:18 GMT 2024","Wed Apr 10 14:51:25 GMT 2024","6706","chromium","","QA Automation > MoneySign Guide Page","","","Click on Far-Sighted Eagle, assert response and close the card",""
"passed","Wed Apr 10 14:52:27 GMT 2024","Wed Apr 10 14:52:42 GMT 2024","14700","chromium","","QA Automation > Magazine Page","","","Go to Ask a QFA section, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 14:52:05 GMT 2024","Wed Apr 10 14:52:12 GMT 2024","6997","chromium","","QA Automation > MoneySign Guide Page","","","Check the functionality for previous button in 8 MS profile section",""
"passed","Wed Apr 10 14:50:53 GMT 2024","Wed Apr 10 14:50:56 GMT 2024","2866","chromium","","QA Automation > Homepage","","","Go to home page and assert response",""
"passed","Wed Apr 10 14:52:12 GMT 2024","Wed Apr 10 14:52:18 GMT 2024","5845","chromium","","QA Automation > MoneySign Guide Page","","","Scroll down and click on download the app section",""
"passed","Wed Apr 10 14:51:58 GMT 2024","Wed Apr 10 14:52:05 GMT 2024","7070","chromium","","QA Automation > MoneySign Guide Page","","","Check the functionality for next button in 8 MS profile section",""
"passed","Wed Apr 10 14:52:18 GMT 2024","Wed Apr 10 14:52:23 GMT 2024","5333","chromium","","QA Automation > MoneySign Guide Page","","","Click on read more link",""
"passed","Wed Apr 10 14:51:51 GMT 2024","Wed Apr 10 14:51:58 GMT 2024","6980","chromium","","QA Automation > MoneySign Guide Page","","","Click on Stealthy Shark, assert response and close the card",""
"passed","Wed Apr 10 14:51:38 GMT 2024","Wed Apr 10 14:51:45 GMT 2024","6698","chromium","","QA Automation > MoneySign Guide Page","","","Click on Enlightened Whale, assert response and close the card",""
"passed","Wed Apr 10 14:51:11 GMT 2024","Wed Apr 10 14:51:18 GMT 2024","6696","chromium","","QA Automation > MoneySign Guide Page","","","Click on Persistant Horse, assert response and close the card",""
"passed","Wed Apr 10 14:51:05 GMT 2024","Wed Apr 10 14:51:11 GMT 2024","6574","chromium","","QA Automation > MoneySign Guide Page","","","Click on vigilant turtle, assert response, and then close the card",""
"passed","Wed Apr 10 14:51:45 GMT 2024","Wed Apr 10 14:51:51 GMT 2024","6698","chromium","","QA Automation > MoneySign Guide Page","","","Click on Tactical Tiger, assert response and close the card",""
"passed","Wed Apr 10 14:51:00 GMT 2024","Wed Apr 10 14:51:05 GMT 2024","4917","chromium","","QA Automation > MoneySign Guide Page","","","To check the title of Moneysign page",""
"passed","Wed Apr 10 14:52:23 GMT 2024","Wed Apr 10 14:52:27 GMT 2024","3619","chromium","","QA Automation > Magazine Page","","","Go to magazine Landing page and assert response",""
"passed","Wed Apr 10 14:52:54 GMT 2024","Wed Apr 10 14:53:00 GMT 2024","6310","chromium","","QA Automation > Magazine Page","","","Go to Personal Essay, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 14:52:42 GMT 2024","Wed Apr 10 14:52:48 GMT 2024","5987","chromium","","QA Automation > Magazine Page","","","Go to Dispatch One Finance section, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 14:50:56 GMT 2024","Wed Apr 10 14:51:00 GMT 2024","3611","chromium","","QA Automation > Homepage","","","Click on download the App on Home Page",""
