"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 24 06:47:45 GMT 2024","Fri May 24 06:47:48 GMT 2024","3411","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Term Insurance Input page and check for the overall functionality",""
"passed","Fri May 24 06:40:50 GMT 2024","Fri May 24 06:40:53 GMT 2024","3827","chromium","","QA Automation > Calculator's Landing Page","","","To check the title on Calculator Page",""
"passed","Fri May 24 06:47:25 GMT 2024","Fri May 24 06:47:28 GMT 2024","2975","chromium","","QA Automation > Legal and Regulatory","","","Go to Legal & Regulatory landing page and assert response",""
"passed","Fri May 24 06:42:16 GMT 2024","Fri May 24 06:42:20 GMT 2024","4174","chromium","","QA Automation > MoneySign Guide Page","","","To launch Moneysign page and assert title",""
"passed","Fri May 24 06:44:01 GMT 2024","Fri May 24 06:44:08 GMT 2024","7198","chromium","","QA Automation > Our Story","","","Go Helping you achieve financial well-being section and click on expansion and collapse tile",""
"passed","Fri May 24 06:40:53 GMT 2024","Fri May 24 06:41:00 GMT 2024","6945","chromium","","QA Automation > Calculator's Landing Page","","","To click on HRA Exemption and assert response",""
"passed","Fri May 24 06:46:08 GMT 2024","Fri May 24 06:46:13 GMT 2024","4810","chromium","","QA Automation > Blog Page","","","Click on Download the app and click on cancel button",""
"passed","Fri May 24 06:40:39 GMT 2024","Fri May 24 06:40:45 GMT 2024","5427","chromium","","QA Automation > Homepage","","","Click on download the app of FWP section on Home Page",""
"passed","Fri May 24 06:43:06 GMT 2024","Fri May 24 06:43:09 GMT 2024","3304","chromium","","QA Automation > Magazine Page","","","Go to magazine Landing page and assert response",""
"passed","Fri May 24 06:46:28 GMT 2024","Fri May 24 06:46:31 GMT 2024","3265","chromium","","QA Automation > Become a QFA","","","Assert title of the page for Become a QFA",""
"passed","Fri May 24 06:42:33 GMT 2024","Fri May 24 06:42:38 GMT 2024","4330","chromium","","QA Automation > MoneySign Guide Page","","","Click on Opportunistic Lion, assert response, and then close the card",""
"passed","Fri May 24 06:47:22 GMT 2024","Fri May 24 06:47:25 GMT 2024","3074","chromium","","QA Automation > Sitemap","","","Go to Sitemap landing page and assert response",""
"passed","Fri May 24 06:41:41 GMT 2024","Fri May 24 06:41:44 GMT 2024","3006","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check the title on Scoring and Ranking Landing Page",""
"passed","Fri May 24 06:48:33 GMT 2024","Fri May 24 06:48:39 GMT 2024","5603","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Crypto landing page and check for the overall functionality",""
"passed","Fri May 24 06:45:37 GMT 2024","Fri May 24 06:45:43 GMT 2024","5636","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on tenth category",""
"passed","Fri May 24 06:46:13 GMT 2024","Fri May 24 06:46:17 GMT 2024","3780","chromium","","QA Automation > Our Story","","","Check the title for support page",""
"passed","Fri May 24 06:40:03 GMT 2024","Fri May 24 06:40:08 GMT 2024","5334","chromium","","QA Automation > Homepage","","","Go to home page and assert title of the page",""
"passed","Fri May 24 06:41:16 GMT 2024","Fri May 24 06:41:21 GMT 2024","4897","chromium","","QA Automation > Calculator's Landing Page","","","To click on Insurance and assert response",""
"passed","Fri May 24 06:40:08 GMT 2024","Fri May 24 06:40:14 GMT 2024","5445","chromium","","QA Automation > Homepage","","","Click on download the App present on 1 Finance Landing Page",""
"passed","Fri May 24 06:40:24 GMT 2024","Fri May 24 06:40:27 GMT 2024","3348","chromium","","QA Automation > Homepage","","","Click on insurance planning and assert response",""
"passed","Fri May 24 06:44:46 GMT 2024","Fri May 24 06:44:50 GMT 2024","3480","chromium","","QA Automation > Blog Page","","","Go to Blog Landing page and assert response",""
"passed","Fri May 24 06:47:12 GMT 2024","Fri May 24 06:47:22 GMT 2024","9537","chromium","","QA Automation > GFP Summit","","","Go to GFP Summit 2023 landing page and assert response",""
"passed","Fri May 24 06:42:51 GMT 2024","Fri May 24 06:42:55 GMT 2024","4480","chromium","","QA Automation > MoneySign Guide Page","","","Click on Stealthy Shark, assert response, and then close the card",""
"passed","Fri May 24 06:43:51 GMT 2024","Fri May 24 06:43:57 GMT 2024","5913","chromium","","QA Automation > Magazine Page","","","Go to The thing about money section, assert response and go back to the landing pagge",""
"passed","Fri May 24 06:47:41 GMT 2024","Fri May 24 06:47:45 GMT 2024","3860","chromium","","QA Automation > Blogs","","","Go to Blogs landing page and assert response",""
"passed","Fri May 24 06:41:44 GMT 2024","Fri May 24 06:41:50 GMT 2024","5533","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Fri May 24 06:45:43 GMT 2024","Fri May 24 06:45:48 GMT 2024","4985","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on eleventh category",""
