"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 20 09:20:49 GMT 2024","Sat Apr 20 09:20:54 GMT 2024","5151","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Sat Apr 20 09:21:47 GMT 2024","Sat Apr 20 09:21:53 GMT 2024","5640","chromium","","QA Automation > Magazine Page","","","Go to Long Story Short section, assert response and go back to the landing pagge",""
"passed","Sat Apr 20 09:20:49 GMT 2024","Sat Apr 20 09:20:55 GMT 2024","5531","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Health Insurance and assert response",""
"passed","Sat Apr 20 09:19:22 GMT 2024","Sat Apr 20 09:19:26 GMT 2024","3449","Google Pixel 4","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Sat Apr 20 09:20:15 GMT 2024","Sat Apr 20 09:20:20 GMT 2024","4693","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Increasing Contribution and assert response",""
"passed","Sat Apr 20 09:19:18 GMT 2024","Sat Apr 20 09:19:22 GMT 2024","3412","chromium","","QA Automation > Homepage","","","Click on cashflow planning and assert response",""
"passed","Sat Apr 20 09:20:30 GMT 2024","Sat Apr 20 09:20:36 GMT 2024","5489","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Loan Refinance and assert response",""
"passed","Sat Apr 20 09:20:22 GMT 2024","Sat Apr 20 09:20:26 GMT 2024","4810","chromium","","QA Automation > Calculator's Landing Page","","","To click on Mutual Funds and assert response",""
"passed","Sat Apr 20 09:20:10 GMT 2024","Sat Apr 20 09:20:15 GMT 2024","5278","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Mutual Fund Portfolio Overlap and assert response",""
"passed","Sat Apr 20 09:21:55 GMT 2024","Sat Apr 20 09:22:01 GMT 2024","5521","Google Pixel 4","","QA Automation > Magazine Page","","","Go to Long Story Short section, assert response and go back to the landing pagge",""
"passed","Sat Apr 20 09:20:36 GMT 2024","Sat Apr 20 09:20:41 GMT 2024","4720","chromium","","QA Automation > Calculator's Landing Page","","","To click on Retirement Corpus and assert response",""
"passed","Sat Apr 20 09:20:54 GMT 2024","Sat Apr 20 09:20:59 GMT 2024","4936","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Health Insurance and assert response",""
"passed","Sat Apr 20 09:21:05 GMT 2024","Sat Apr 20 09:21:10 GMT 2024","5302","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Crypto and assert response",""
"passed","Sat Apr 20 09:20:26 GMT 2024","Sat Apr 20 09:20:31 GMT 2024","4808","chromium","","QA Automation > Calculator's Landing Page","","","To click on Loan Refinance and assert response",""
"passed","Sat Apr 20 09:19:39 GMT 2024","Sat Apr 20 09:19:45 GMT 2024","5437","chromium","","QA Automation > Homepage","","","Click on download the app in How it Works ? section of Home Page",""
"passed","Sat Apr 20 09:19:22 GMT 2024","Sat Apr 20 09:19:25 GMT 2024","3420","chromium","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Sat Apr 20 09:20:36 GMT 2024","Sat Apr 20 09:20:41 GMT 2024","5488","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on NPS Calculator and assert response",""
"passed","Sat Apr 20 09:20:31 GMT 2024","Sat Apr 20 09:20:36 GMT 2024","4843","chromium","","QA Automation > Calculator's Landing Page","","","To click on NPS Calculator and assert response",""
"passed","Sat Apr 20 09:21:20 GMT 2024","Sat Apr 20 09:21:24 GMT 2024","3595","Google Pixel 4","","QA Automation > Magazine Page","","","Go to magazine Landing page and assert response",""
"passed","Sat Apr 20 09:19:29 GMT 2024","Sat Apr 20 09:19:33 GMT 2024","3508","Google Pixel 4","","QA Automation > Homepage","","","Click on insurance planning and assert response",""
"passed","Sat Apr 20 09:21:09 GMT 2024","Sat Apr 20 09:21:15 GMT 2024","5467","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Crypto and assert response",""
"passed","Sat Apr 20 09:21:49 GMT 2024","Sat Apr 20 09:21:55 GMT 2024","6006","Google Pixel 4","","QA Automation > Magazine Page","","","Go to Dispatch One Finance section, assert response and go back to the landing pagge",""
"passed","Sat Apr 20 09:20:41 GMT 2024","Sat Apr 20 09:20:46 GMT 2024","4744","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Retirement Corpus and assert response",""
"passed","Sat Apr 20 09:19:51 GMT 2024","Sat Apr 20 09:19:55 GMT 2024","4574","Google Pixel 4","","QA Automation > Homepage","","","To check expansion and collapse tile in FAQ section",""
"passed","Sat Apr 20 09:20:06 GMT 2024","Sat Apr 20 09:20:11 GMT 2024","5054","chromium","","QA Automation > Calculator's Landing Page","","","To click on Mutual Fund Portfolio Overlap and assert response",""
"passed","Sat Apr 20 09:19:40 GMT 2024","Sat Apr 20 09:19:45 GMT 2024","5795","Google Pixel 4","","QA Automation > Homepage","","","Click on download the app in How it Works ? section of Home Page",""
"passed","Sat Apr 20 09:20:04 GMT 2024","Sat Apr 20 09:20:10 GMT 2024","5751","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Old Vs New Calculator and assert response",""
"passed","Sat Apr 20 09:19:32 GMT 2024","Sat Apr 20 09:19:36 GMT 2024","3487","chromium","","QA Automation > Homepage","","","Click on investment planning and assert response",""
"passed","Sat Apr 20 09:20:25 GMT 2024","Sat Apr 20 09:20:30 GMT 2024","5008","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Mutual Funds and assert response",""
"passed","Sat Apr 20 09:19:33 GMT 2024","Sat Apr 20 09:19:36 GMT 2024","3453","Google Pixel 4","","QA Automation > Homepage","","","Click on investment planning and assert response",""
"passed","Sat Apr 20 09:20:44 GMT 2024","Sat Apr 20 09:20:49 GMT 2024","5215","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Sat Apr 20 09:19:09 GMT 2024","Sat Apr 20 09:19:13 GMT 2024","3957","Google Pixel 4","","QA Automation > Homepage","","","Go to home page and assert title of the page",""
"passed","Sat Apr 20 09:20:20 GMT 2024","Sat Apr 20 09:20:25 GMT 2024","5040","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Insurance and assert response",""
"passed","Sat Apr 20 09:21:04 GMT 2024","Sat Apr 20 09:21:09 GMT 2024","5497","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Mutual Fund and assert response",""
