"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 17 09:24:38 GMT 2024","Wed Apr 17 09:24:43 GMT 2024","5235","chromium","","QA Automation > Calculator's Landing Page","","","To click on Loan Refinance and assert response",""
"passed","Wed Apr 17 09:24:50 GMT 2024","Wed Apr 17 09:24:55 GMT 2024","5490","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Retirement Corpus and assert response",""
"passed","Wed Apr 17 09:23:20 GMT 2024","Wed Apr 17 09:23:26 GMT 2024","6180","Google Pixel 4","","QA Automation > Homepage","","","Click on download the App present on 1 Finance Landing Page",""
"passed","Wed Apr 17 09:24:12 GMT 2024","Wed Apr 17 09:24:18 GMT 2024","5213","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Old Vs New Calculator and assert response",""
"passed","Wed Apr 17 09:23:30 GMT 2024","Wed Apr 17 09:23:34 GMT 2024","3433","chromium","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Wed Apr 17 09:23:40 GMT 2024","Wed Apr 17 09:23:44 GMT 2024","3537","Google Pixel 4","","QA Automation > Homepage","","","Click on investment planning and assert response",""
"passed","Wed Apr 17 09:23:26 GMT 2024","Wed Apr 17 09:23:30 GMT 2024","3962","Google Pixel 4","","QA Automation > Homepage","","","Click on cashflow planning and assert response",""
"passed","Wed Apr 17 09:24:23 GMT 2024","Wed Apr 17 09:24:28 GMT 2024","5187","chromium","","QA Automation > Calculator's Landing Page","","","To click on Increasing Contribution and assert response",""
"passed","Wed Apr 17 09:23:30 GMT 2024","Wed Apr 17 09:23:33 GMT 2024","3634","Google Pixel 4","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Wed Apr 17 09:24:04 GMT 2024","Wed Apr 17 09:24:07 GMT 2024","3399","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To check the title on Calculator Page",""
"passed","Wed Apr 17 09:26:03 GMT 2024","Wed Apr 17 09:26:09 GMT 2024","5654","chromium","","QA Automation > Magazine Page","","","Go to Long Story Short section, assert response and go back to the landing pagge",""
"passed","Wed Apr 17 09:24:18 GMT 2024","Wed Apr 17 09:24:23 GMT 2024","5468","Google Pixel 4","","QA Automation > Calculator's Landing Page","","","To click on Mutual Fund Portfolio Overlap and assert response",""
"passed","Wed Apr 17 09:24:59 GMT 2024","Wed Apr 17 09:25:04 GMT 2024","5504","Google Pixel 4","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
