"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 08 09:42:58 GMT 2024","Wed May 08 09:43:02 GMT 2024","4330","chromium","","QA Automation > MoneySign Guide Page","","","Click on Enlightened Whale, assert response, and then close the card",""
"passed","Wed May 08 09:46:07 GMT 2024","Wed May 08 09:46:12 GMT 2024","5370","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on ninth category",""
"passed","Wed May 08 09:40:31 GMT 2024","Wed May 08 09:40:35 GMT 2024","3813","chromium","","QA Automation > Homepage","","","Click on cashflow planning and assert response",""
"passed","Wed May 08 09:41:16 GMT 2024","Wed May 08 09:41:20 GMT 2024","4806","chromium","","QA Automation > Calculator's Landing Page","","","To click on Old Vs New Calculator and assert response",""
"passed","Wed May 08 09:45:23 GMT 2024","Wed May 08 09:45:26 GMT 2024","3407","chromium","","QA Automation > Blog Page","","","Go to Blog Landing page and assert response",""
"passed","Wed May 08 09:48:43 GMT 2024","Wed May 08 09:48:49 GMT 2024","6326","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Credit Card landing page and check for the overall functionality",""
"passed","Wed May 08 09:43:32 GMT 2024","Wed May 08 09:43:55 GMT 2024","23850","chromium","","QA Automation > Magazine Page","","","Go to Magazine section, click on every title and go back to the landing page",""
"passed","Wed May 08 09:45:51 GMT 2024","Wed May 08 09:45:56 GMT 2024","5300","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on sixth category",""
"passed","Wed May 08 09:42:14 GMT 2024","Wed May 08 09:42:19 GMT 2024","5168","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Mutual Fund and assert response",""
"passed","Wed May 08 09:40:52 GMT 2024","Wed May 08 09:40:57 GMT 2024","5395","chromium","","QA Automation > Homepage","","","Click on download the app in How it Works ? section of Home Page",""
"passed","Wed May 08 09:46:51 GMT 2024","Wed May 08 09:46:54 GMT 2024","2708","chromium","","QA Automation > Our Story","","","Go to support landing page and assert response",""
"passed","Wed May 08 09:45:56 GMT 2024","Wed May 08 09:46:01 GMT 2024","5314","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on seventh category",""
"passed","Wed May 08 09:46:23 GMT 2024","Wed May 08 09:46:28 GMT 2024","5257","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on twelveth category",""
"passed","Wed May 08 09:45:26 GMT 2024","Wed May 08 09:45:30 GMT 2024","3477","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on first category",""
"passed","Wed May 08 09:44:17 GMT 2024","Wed May 08 09:44:20 GMT 2024","2982","chromium","","QA Automation > Our Story","","","Go Our Story and assert title",""
"passed","Wed May 08 09:42:29 GMT 2024","Wed May 08 09:42:33 GMT 2024","4181","chromium","","QA Automation > MoneySign Guide Page","","","To launch Moneysign page and assert title",""
"passed","Wed May 08 09:46:48 GMT 2024","Wed May 08 09:46:51 GMT 2024","2940","chromium","","QA Automation > Our Story","","","Check the title for support page",""
"passed","Wed May 08 09:40:45 GMT 2024","Wed May 08 09:40:49 GMT 2024","3382","chromium","","QA Automation > Homepage","","","Click on investment planning and assert response",""
"passed","Wed May 08 09:47:13 GMT 2024","Wed May 08 09:47:17 GMT 2024","4200","chromium","","QA Automation > Become a QFA","","","Fill in email address and press tab button to switch the tab",""
"passed","Wed May 08 09:42:24 GMT 2024","Wed May 08 09:42:29 GMT 2024","4605","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check if the expansion and collapse tile is functional and assert response",""
"passed","Wed May 08 09:48:17 GMT 2024","Wed May 08 09:48:20 GMT 2024","3401","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Term Insurance Input page and check for the overall functionality",""
"passed","Wed May 08 09:47:21 GMT 2024","Wed May 08 09:47:25 GMT 2024","3981","chromium","","QA Automation > Become a QFA","","","Fill in city and press tab button to switch the tab",""
"passed","Wed May 08 09:41:03 GMT 2024","Wed May 08 09:41:08 GMT 2024","4785","chromium","","QA Automation > Homepage","","","To check expansion and collapse tile in FAQ section",""
"passed","Wed May 08 09:48:13 GMT 2024","Wed May 08 09:48:17 GMT 2024","3995","chromium","","QA Automation > Blogs","","","Go to Blogs landing page and assert response",""
"passed","Wed May 08 09:46:12 GMT 2024","Wed May 08 09:46:18 GMT 2024","5460","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on tenth category",""
"passed","Wed May 08 09:44:20 GMT 2024","Wed May 08 09:44:47 GMT 2024","26940","chromium","","QA Automation > Our Story","","","Go Helping you achieve financial well-being section and click on expansion and collapse tile",""
"passed","Wed May 08 09:47:32 GMT 2024","Wed May 08 09:47:39 GMT 2024","6604","chromium","","QA Automation > Become a QFA","","","To check the functionality for expansion and collapse tile",""
"passed","Wed May 08 09:44:01 GMT 2024","Wed May 08 09:44:06 GMT 2024","5305","chromium","","QA Automation > Magazine Page","","","Go to Long Story Short section, assert response and go back to the landing pagge",""
"passed","Wed May 08 09:41:08 GMT 2024","Wed May 08 09:41:11 GMT 2024","2856","chromium","","QA Automation > Calculator's Landing Page","","","To check the title on Calculator Page",""
"passed","Wed May 08 09:43:02 GMT 2024","Wed May 08 09:43:07 GMT 2024","4244","chromium","","QA Automation > MoneySign Guide Page","","","Click on Tactical Tiger, assert response, and then close the card",""
"passed","Wed May 08 09:47:17 GMT 2024","Wed May 08 09:47:21 GMT 2024","4044","chromium","","QA Automation > Become a QFA","","","Fill in mobile number and press tab button to switch the tab",""
"passed","Wed May 08 09:47:56 GMT 2024","Wed May 08 09:47:58 GMT 2024","2329","chromium","","QA Automation > Sitemap","","","Go to Sitemap landing page and assert response",""
"passed","Wed May 08 09:40:39 GMT 2024","Wed May 08 09:40:42 GMT 2024","3349","chromium","","QA Automation > Homepage","","","Click on tax planning and assert response",""
"passed","Wed May 08 09:41:55 GMT 2024","Wed May 08 09:41:58 GMT 2024","3036","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check the title on Scoring and Ranking Landing Page",""
"passed","Wed May 08 09:46:01 GMT 2024","Wed May 08 09:46:07 GMT 2024","5529","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on eighth category",""
"passed","Wed May 08 09:49:02 GMT 2024","Wed May 08 09:49:08 GMT 2024","5337","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Crypto landing page and check for the overall functionality",""
"passed","Wed May 08 09:46:28 GMT 2024","Wed May 08 09:46:33 GMT 2024","5322","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on thirteenth category",""
"passed","Wed May 08 09:42:09 GMT 2024","Wed May 08 09:42:14 GMT 2024","5163","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Credit Card and assert response",""
"passed","Wed May 08 09:42:37 GMT 2024","Wed May 08 09:42:43 GMT 2024","5340","chromium","","QA Automation > MoneySign Guide Page","","","Click on Persistant Horse, assert response, and then close the card",""
"passed","Wed May 08 09:46:33 GMT 2024","Wed May 08 09:46:39 GMT 2024","5123","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on fourteenth category",""
"passed","Wed May 08 09:44:57 GMT 2024","Wed May 08 09:45:03 GMT 2024","5300","chromium","","QA Automation > Our Story","","","Click on read full article of third business card",""
"passed","Wed May 08 09:41:35 GMT 2024","Wed May 08 09:41:40 GMT 2024","5167","chromium","","QA Automation > Calculator's Landing Page","","","To click on Mutual Funds and assert response",""
"passed","Wed May 08 09:46:44 GMT 2024","Wed May 08 09:46:48 GMT 2024","4805","chromium","","QA Automation > Blog Page","","","Click on Download the app and click on cancel button",""
"passed","Wed May 08 09:46:54 GMT 2024","Wed May 08 09:46:59 GMT 2024","4562","chromium","","QA Automation > Our Story","","","Click on the expansion and collapse tile present on Support page",""
"passed","Wed May 08 09:40:49 GMT 2024","Wed May 08 09:40:52 GMT 2024","3347","chromium","","QA Automation > Homepage","","","Click on will planning and assert response",""
"passed","Wed May 08 09:48:07 GMT 2024","Wed May 08 09:48:09 GMT 2024","2500","chromium","","QA Automation > Terms of use","","","Go to Terms of Use landing page and assert response",""
"passed","Wed May 08 09:48:20 GMT 2024","Wed May 08 09:48:28 GMT 2024","7840","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Term Insurance detail page and check for the overall functionality",""
"passed","Wed May 08 09:46:59 GMT 2024","Wed May 08 09:47:02 GMT 2024","3360","chromium","","QA Automation > Our Story","","","Click on whatsapp icon present on the support page",""
"passed","Wed May 08 09:48:34 GMT 2024","Wed May 08 09:48:37 GMT 2024","2844","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Health Insurance Input page and check for the overall functionality",""
"passed","Wed May 08 09:45:10 GMT 2024","Wed May 08 09:45:13 GMT 2024","3044","chromium","","QA Automation > Circle Of Trust","","","Go to Circle of Trust Landing page and assert response",""
"passed","Wed May 08 09:48:37 GMT 2024","Wed May 08 09:48:43 GMT 2024","5551","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Health Insurance detail page and check for the overall functionality",""
"passed","Wed May 08 09:45:35 GMT 2024","Wed May 08 09:45:40 GMT 2024","5411","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on third category",""
"passed","Wed May 08 09:48:09 GMT 2024","Wed May 08 09:48:13 GMT 2024","3239","chromium","","QA Automation > Privacy Policy","","","Go to Privacy Policy landing page and assert response",""
"passed","Wed May 08 09:41:40 GMT 2024","Wed May 08 09:41:45 GMT 2024","5034","chromium","","QA Automation > Calculator's Landing Page","","","To click on Loan Refinance and assert response",""
"passed","Wed May 08 09:48:49 GMT 2024","Wed May 08 09:48:54 GMT 2024","4852","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Credit Card detail page and check for the overall functionality",""
"passed","Wed May 08 09:40:35 GMT 2024","Wed May 08 09:40:39 GMT 2024","3427","chromium","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Wed May 08 09:41:31 GMT 2024","Wed May 08 09:41:35 GMT 2024","4701","chromium","","QA Automation > Calculator's Landing Page","","","To click on Insurance and assert response",""
"passed","Wed May 08 09:42:03 GMT 2024","Wed May 08 09:42:09 GMT 2024","5463","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Health Insurance and assert response",""
"passed","Wed May 08 09:45:40 GMT 2024","Wed May 08 09:45:46 GMT 2024","5285","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on fourth category",""
"passed","Wed May 08 09:45:13 GMT 2024","Wed May 08 09:45:23 GMT 2024","9984","chromium","","QA Automation > Circle Of Trust","","","Click on the Circle of Trusts Load More section",""
"passed","Wed May 08 09:46:18 GMT 2024","Wed May 08 09:46:23 GMT 2024","5381","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on eleventh category",""
"passed","Wed May 08 09:47:39 GMT 2024","Wed May 08 09:47:42 GMT 2024","3105","chromium","","QA Automation > GFP Summit","","","Assert Url for the page",""
"passed","Wed May 08 09:40:22 GMT 2024","Wed May 08 09:40:26 GMT 2024","3691","chromium","","QA Automation > Homepage","","","Go to home page and assert title of the page",""
"passed","Wed May 08 09:48:54 GMT 2024","Wed May 08 09:48:58 GMT 2024","3786","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Mutual funds landing page and check for the overall functionality",""
"passed","Wed May 08 09:43:28 GMT 2024","Wed May 08 09:43:32 GMT 2024","3248","chromium","","QA Automation > Magazine Page","","","Go to magazine Landing page and assert response",""
"passed","Wed May 08 09:47:46 GMT 2024","Wed May 08 09:47:56 GMT 2024","9520","chromium","","QA Automation > GFP Summit","","","Go to GFP Summit 2023 landing page and assert response",""
"passed","Wed May 08 09:41:58 GMT 2024","Wed May 08 09:42:03 GMT 2024","4974","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Wed May 08 09:47:08 GMT 2024","Wed May 08 09:47:13 GMT 2024","4218","chromium","","QA Automation > Become a QFA","","","Fill in full name and press tab button to switch the tab",""
"passed","Wed May 08 09:48:28 GMT 2024","Wed May 08 09:48:34 GMT 2024","6375","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Health Insurance landing page and check for the overall functionality",""
"passed","Wed May 08 09:45:30 GMT 2024","Wed May 08 09:45:35 GMT 2024","5331","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on second category",""
"passed","Wed May 08 09:43:55 GMT 2024","Wed May 08 09:44:01 GMT 2024","5335","chromium","","QA Automation > Magazine Page","","","Go to Dispatch One Finance section, assert response and go back to the landing pagge",""
"passed","Wed May 08 09:47:02 GMT 2024","Wed May 08 09:47:05 GMT 2024","3050","chromium","","QA Automation > Become a QFA","","","Assert title of the page for Become a QFA",""
"passed","Wed May 08 09:42:51 GMT 2024","Wed May 08 09:42:58 GMT 2024","6568","chromium","","QA Automation > MoneySign Guide Page","","","Click on Virtuous Elephant, assert response, and then close the card",""
"passed","Wed May 08 09:44:47 GMT 2024","Wed May 08 09:44:52 GMT 2024","4989","chromium","","QA Automation > Our Story","","","Click on read full article of first business card",""
"passed","Wed May 08 09:48:00 GMT 2024","Wed May 08 09:48:07 GMT 2024","6595","chromium","","QA Automation > Legal and Regulatory","","","Go to Legal & Regulatory and check if all the agreement pages can be visited",""
"passed","Wed May 08 09:44:52 GMT 2024","Wed May 08 09:44:57 GMT 2024","4950","chromium","","QA Automation > Our Story","","","Click on read full article of second business card",""
"passed","Wed May 08 09:47:05 GMT 2024","Wed May 08 09:47:08 GMT 2024","3363","chromium","","QA Automation > Become a QFA","","","Click on Join Now button",""
"passed","Wed May 08 09:40:42 GMT 2024","Wed May 08 09:40:45 GMT 2024","3397","chromium","","QA Automation > Homepage","","","Click on insurance planning and assert response",""
"passed","Wed May 08 09:42:43 GMT 2024","Wed May 08 09:42:47 GMT 2024","4384","chromium","","QA Automation > MoneySign Guide Page","","","Click on Far-Sighted Eagle, assert response, and then close the card",""
"passed","Wed May 08 09:42:33 GMT 2024","Wed May 08 09:42:37 GMT 2024","4423","chromium","","QA Automation > MoneySign Guide Page","","","Click on vigilant turtle, assert response, and then close the card",""
