"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 02 09:23:36 GMT 2024","Tue Apr 02 09:23:39 GMT 2024","3316","chromium","","QA Automation > Calculator's Landing Page","","","To click on Increasing Contribution and assert response",""
"passed","Tue Apr 02 09:23:01 GMT 2024","Tue Apr 02 09:23:03 GMT 2024","2485","chromium","","QA Automation > Homepage","","","Click on tax planning and assert response",""
"passed","Tue Apr 02 09:23:47 GMT 2024","Tue Apr 02 09:23:50 GMT 2024","3640","chromium","","QA Automation > Calculator's Landing Page","","","To click on Loan Refinance and assert response",""
"passed","Tue Apr 02 09:22:51 GMT 2024","Tue Apr 02 09:22:55 GMT 2024","3463","chromium","","QA Automation > Homepage","","","Click on download the App on Home Page",""
"passed","Tue Apr 02 09:22:58 GMT 2024","Tue Apr 02 09:23:01 GMT 2024","2557","chromium","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Tue Apr 02 09:24:10 GMT 2024","Tue Apr 02 09:24:13 GMT 2024","3332","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Mutual Fund and assert response",""
"passed","Tue Apr 02 09:23:11 GMT 2024","Tue Apr 02 09:23:15 GMT 2024","3613","chromium","","QA Automation > Homepage","","","Click on download the app in How it Works ? section",""
"passed","Tue Apr 02 09:22:48 GMT 2024","Tue Apr 02 09:22:51 GMT 2024","3462","chromium","","QA Automation > Homepage","","","Go to home page and assert response",""
"passed","Tue Apr 02 09:24:03 GMT 2024","Tue Apr 02 09:24:07 GMT 2024","3293","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Health Insurance and assert response",""
"passed","Tue Apr 02 09:23:57 GMT 2024","Tue Apr 02 09:24:00 GMT 2024","3026","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check the title on Scoring and Ranking Landing Page",""
"passed","Tue Apr 02 09:24:07 GMT 2024","Tue Apr 02 09:24:10 GMT 2024","3155","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Credit Card and assert response",""
"passed","Tue Apr 02 09:23:15 GMT 2024","Tue Apr 02 09:23:19 GMT 2024","4472","chromium","","QA Automation > Homepage","","","Click on download the app of FWP section",""
"passed","Tue Apr 02 09:23:03 GMT 2024","Tue Apr 02 09:23:06 GMT 2024","2604","chromium","","QA Automation > Homepage","","","Click on insurance planning and assert response",""
"passed","Tue Apr 02 09:23:33 GMT 2024","Tue Apr 02 09:23:36 GMT 2024","3205","chromium","","QA Automation > Calculator's Landing Page","","","To click on Mutual Fund Portfolio Overlap and assert response",""
"passed","Tue Apr 02 09:23:50 GMT 2024","Tue Apr 02 09:23:54 GMT 2024","3573","chromium","","QA Automation > Calculator's Landing Page","","","To click on NPS Calculator and assert response",""
"passed","Tue Apr 02 09:23:06 GMT 2024","Tue Apr 02 09:23:08 GMT 2024","2582","chromium","","QA Automation > Homepage","","","Click on investment planning and assert response",""
"passed","Tue Apr 02 09:23:08 GMT 2024","Tue Apr 02 09:23:11 GMT 2024","2662","chromium","","QA Automation > Homepage","","","Click on will planning and assert response",""
"passed","Tue Apr 02 09:23:19 GMT 2024","Tue Apr 02 09:23:23 GMT 2024","4365","chromium","","QA Automation > Homepage","","","To check expansion and collapse tile in FAQ section",""
"passed","Tue Apr 02 09:23:26 GMT 2024","Tue Apr 02 09:23:30 GMT 2024","3730","chromium","","QA Automation > Calculator's Landing Page","","","To click on HRA Exemption and assert response",""
"passed","Tue Apr 02 09:23:23 GMT 2024","Tue Apr 02 09:23:26 GMT 2024","2381","chromium","","QA Automation > Calculator's Landing Page","","","To check the title on Calculator Page",""
"passed","Tue Apr 02 09:24:13 GMT 2024","Tue Apr 02 09:24:17 GMT 2024","3558","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Crypto and assert response",""
"passed","Tue Apr 02 09:22:55 GMT 2024","Tue Apr 02 09:22:58 GMT 2024","3191","chromium","","QA Automation > Homepage","","","Click on cashflow planning and assert response",""
"passed","Tue Apr 02 09:23:43 GMT 2024","Tue Apr 02 09:23:47 GMT 2024","3817","chromium","","QA Automation > Calculator's Landing Page","","","To click on Mutual Funds and assert response",""
"passed","Tue Apr 02 09:23:30 GMT 2024","Tue Apr 02 09:23:33 GMT 2024","3080","chromium","","QA Automation > Calculator's Landing Page","","","To click on Old Vs New Calculator and assert response",""
"passed","Tue Apr 02 09:24:00 GMT 2024","Tue Apr 02 09:24:03 GMT 2024","3058","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Tue Apr 02 09:24:17 GMT 2024","Tue Apr 02 09:24:21 GMT 2024","4019","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To check if the expansion and collapse tile is functional and assert response",""
"passed","Tue Apr 02 09:23:39 GMT 2024","Tue Apr 02 09:23:43 GMT 2024","3824","chromium","","QA Automation > Calculator's Landing Page","","","To click on Insurance and assert response",""
"passed","Tue Apr 02 09:23:54 GMT 2024","Tue Apr 02 09:23:57 GMT 2024","3166","chromium","","QA Automation > Calculator's Landing Page","","","To click on Retirement Corpus and assert response",""
