"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 26 09:12:07 GMT 2024","Sun May 26 09:12:18 GMT 2024","10340","chromium","","QA Automation > Circle Of Trust","","","Click on the Circle of Trusts Load More section",""
"passed","Sun May 26 09:11:49 GMT 2024","Sun May 26 09:11:59 GMT 2024","9570","chromium","","QA Automation > Our Story","","","Click on read full article of fourth business card",""
"passed","Sun May 26 09:12:59 GMT 2024","Sun May 26 09:13:05 GMT 2024","5695","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on eighth category",""
"passed","Sun May 26 09:09:23 GMT 2024","Sun May 26 09:09:29 GMT 2024","5656","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Crypto and assert response",""
"passed","Sun May 26 09:13:05 GMT 2024","Sun May 26 09:13:10 GMT 2024","5723","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on ninth category",""
"passed","Sun May 26 09:09:53 GMT 2024","Sun May 26 09:09:58 GMT 2024","4611","chromium","","QA Automation > MoneySign Guide Page","","","Click on Opportunistic Lion, assert response, and then close the card",""
"passed","Sun May 26 09:09:34 GMT 2024","Sun May 26 09:09:39 GMT 2024","4328","chromium","","QA Automation > MoneySign Guide Page","","","To launch Moneysign page and assert title",""
"passed","Sun May 26 09:09:01 GMT 2024","Sun May 26 09:09:06 GMT 2024","5445","chromium","","QA Automation > Scoring and Ranking's Landing Page","","","To click on Term Insurance and assert response",""
"passed","Sun May 26 09:08:15 GMT 2024","Sun May 26 09:08:21 GMT 2024","5805","chromium","","QA Automation > Calculator's Landing Page","","","To click on Old Vs New Calculator and assert response",""
"passed","Sun May 26 09:12:31 GMT 2024","Sun May 26 09:12:36 GMT 2024","5689","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on third category",""
"passed","Sun May 26 09:13:16 GMT 2024","Sun May 26 09:13:22 GMT 2024","5717","chromium","","QA Automation > Blog Page","","","Go to Blog landing page and click on eleventh category",""
"passed","Sun May 26 09:10:29 GMT 2024","Sun May 26 09:10:33 GMT 2024","3699","chromium","","QA Automation > Magazine Page","","","Go to magazine Landing page and assert response",""
"passed","Sun May 26 09:15:52 GMT 2024","Sun May 26 09:15:59 GMT 2024","6649","chromium","","QA Automation > Scoring and Ranking --> all modules","","","Go to Credit Card landing page and check for the overall functionality",""
"passed","Sun May 26 09:07:55 GMT 2024","Sun May 26 09:08:01 GMT 2024","5888","chromium","","QA Automation > Homepage","","","Click on download the app of FWP section on Home Page",""
"passed","Sun May 26 09:09:39 GMT 2024","Sun May 26 09:09:44 GMT 2024","4992","chromium","","QA Automation > MoneySign Guide Page","","","Click on vigilant turtle, assert response, and then close the card",""
"passed","Sun May 26 09:07:30 GMT 2024","Sun May 26 09:07:34 GMT 2024","3866","chromium","","QA Automation > Homepage","","","Click on liability planning and assert response",""
"passed","Sun May 26 09:10:33 GMT 2024","Sun May 26 09:10:57 GMT 2024","24166","chromium","","QA Automation > Magazine Page","","","Go to Magazine section, click on every title and go back to the landing page",""
