"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 10 15:09:26 GMT 2024","Wed Apr 10 15:09:33 GMT 2024","7651","chromium","","QA Automation > MoneySign Guide Page","","","Click on Far-Sighted Eagle, assert response and close the card",""
"passed","Wed Apr 10 15:10:34 GMT 2024","Wed Apr 10 15:10:37 GMT 2024","3480","chromium","","QA Automation > Magazine Page","","","Go to magazine Landing page and assert response",""
"passed","Wed Apr 10 15:08:59 GMT 2024","Wed Apr 10 15:09:03 GMT 2024","3795","chromium","","QA Automation > Homepage","","","Go to home page and assert response",""
"passed","Wed Apr 10 15:10:57 GMT 2024","Wed Apr 10 15:11:03 GMT 2024","5786","chromium","","QA Automation > Magazine Page","","","Go to Long Story Short section, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 15:09:47 GMT 2024","Wed Apr 10 15:09:54 GMT 2024","6662","chromium","","QA Automation > MoneySign Guide Page","","","Click on Enlightened Whale, assert response and close the card",""
"passed","Wed Apr 10 15:11:03 GMT 2024","Wed Apr 10 15:11:09 GMT 2024","5820","chromium","","QA Automation > Magazine Page","","","Go to Personal Essay, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 15:10:14 GMT 2024","Wed Apr 10 15:10:21 GMT 2024","7115","chromium","","QA Automation > MoneySign Guide Page","","","Check the functionality for previous button in 8 MS profile section",""
"passed","Wed Apr 10 15:10:00 GMT 2024","Wed Apr 10 15:10:07 GMT 2024","6742","chromium","","QA Automation > MoneySign Guide Page","","","Click on Stealthy Shark, assert response and close the card",""
"passed","Wed Apr 10 15:10:37 GMT 2024","Wed Apr 10 15:10:52 GMT 2024","14527","chromium","","QA Automation > Magazine Page","","","Go to Ask a QFA section, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 15:10:21 GMT 2024","Wed Apr 10 15:10:29 GMT 2024","7400","chromium","","QA Automation > MoneySign Guide Page","","","Scroll down and click on download the app section",""
"passed","Wed Apr 10 15:10:29 GMT 2024","Wed Apr 10 15:10:34 GMT 2024","5370","chromium","","QA Automation > MoneySign Guide Page","","","Click on read more link",""
"passed","Wed Apr 10 15:09:33 GMT 2024","Wed Apr 10 15:09:40 GMT 2024","6591","chromium","","QA Automation > MoneySign Guide Page","","","Click on Opportunistic Lion, assert response and close the card",""
"passed","Wed Apr 10 15:10:07 GMT 2024","Wed Apr 10 15:10:14 GMT 2024","7073","chromium","","QA Automation > MoneySign Guide Page","","","Check the functionality for next button in 8 MS profile section",""
"passed","Wed Apr 10 15:09:40 GMT 2024","Wed Apr 10 15:09:47 GMT 2024","6762","chromium","","QA Automation > MoneySign Guide Page","","","Click on Virtuous Elephant, assert response and close the card",""
"passed","Wed Apr 10 15:09:54 GMT 2024","Wed Apr 10 15:10:00 GMT 2024","6786","chromium","","QA Automation > MoneySign Guide Page","","","Click on Tactical Tiger, assert response and close the card",""
"passed","Wed Apr 10 15:09:12 GMT 2024","Wed Apr 10 15:09:19 GMT 2024","6859","chromium","","QA Automation > MoneySign Guide Page","","","Click on vigilant turtle, assert response, and then close the card",""
"passed","Wed Apr 10 15:09:07 GMT 2024","Wed Apr 10 15:09:12 GMT 2024","5149","chromium","","QA Automation > MoneySign Guide Page","","","To check the title of Moneysign page",""
"passed","Wed Apr 10 15:11:09 GMT 2024","Wed Apr 10 15:11:15 GMT 2024","5491","chromium","","QA Automation > Magazine Page","","","Go to The thing about money section, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 15:10:52 GMT 2024","Wed Apr 10 15:10:57 GMT 2024","5489","chromium","","QA Automation > Magazine Page","","","Go to Dispatch One Finance section, assert response and go back to the landing pagge",""
"passed","Wed Apr 10 15:09:03 GMT 2024","Wed Apr 10 15:09:07 GMT 2024","4304","chromium","","QA Automation > Homepage","","","Click on download the App on Home Page",""
"passed","Wed Apr 10 15:09:19 GMT 2024","Wed Apr 10 15:09:26 GMT 2024","6595","chromium","","QA Automation > MoneySign Guide Page","","","Click on Persistant Horse, assert response and close the card",""
